occurrence_no,common_body_parts,pres_mode,preservation_quality,abund_value,abund_unit,class,order,family,genus,life_habit,diet,collection_no,early_interval,late_interval,time_bins,museum,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,lithology2,lithification2,environment,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,preservation_comments,collection_type,collection_methods,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
N233,"mandible, left humerus, right humerus, vertebra, fragmented canine",NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,0263a,Norian,NA,Norian,CAPPA/UFSM,227,208.5,217.75,18.5,-52.75,-29.77,CAPPA/UFSM0263a,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Figueiredo
N232,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1185 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.79,-29.67,UFRGS-PV-1185 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N231,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1178 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-53.36,"-29,62",UFRGS-PV-1178 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N230,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1166 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-53.36,"-29,63",UFRGS-PV-1166 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N229,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1162 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-51.94,-29.69,UFRGS-PV-1162 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N228,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1095 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-51.8,-29.9,UFRGS-PV-1095 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N227,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1239 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-1239 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N226,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1228 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-51.8,-29.9,UFRGS-PV-1228 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N225,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1211 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-53.36,"-29,62",UFRGS-PV-1211 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N224,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1200 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.84,-29.68,UFRGS-PV-1200 T,BR,RS,V�rzea do Agudo,Caturrita,Ros�rio do Sul,Alemoa,Riograndia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N223,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1199 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-53.23,-29.72,UFRGS-PV-1199 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N222,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1198 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-1198 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N221,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1196 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-1196 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N220,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,1195 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.81,-29.84,UFRGS-PV-1195 T,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Agudo,Janner,V�rzea do Agudo,Literature,Dassie
N219,-,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,1758,Ladinian,NA,Ladinian,MCZ,242,237,239.5,5,-52.81,-29.84,MCZ1758,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pedroanum,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Literature,Cox
N218,-,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,1759,Ladinian,NA,Ladinian,MCZ,242,237,239.5,5,-53.45,-29.56,MCZ1759,BR,RS,Pinheiro,Caturrita,Ros�rio do Sul,Alemoa,Riograndia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pedroanum,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Literature,Cox
N217,Maxillary fragment with two postcraniums associated with a dentary fragment with the last two postcraniums,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0595 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-0595 T,BR,RS,Linha S?o Luiz ,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,compiled
N216,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0717 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-51.94,-29.69,UFRGS-PV-0717 T,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,compiled
N215,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0929 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-0929 T,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N214,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0804 T ,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-0804 T ,BR,RS,Linha S?o Luiz ,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N213,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0760 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-0760 T,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N212,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0759 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.81,-29.84,UFRGS-PV-0759 T,BR,RS,Linha S?o Luiz ,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N211,Incomplete tooth with two alveoli of previous postcraniums and 6 full postcraniums,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0603 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.75,-29.77,UFRGS-PV-0603 T,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N210,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0598 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.79,-29.67,UFRGS-PV-0598 T,BR,RS,Sesmaria do Pinhal 1,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Candel�ria,Sesmaria do Pinhal 1,Sesmaria do Pinhal 1,Literature,Bonaparte
N209,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0765 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.79,-29.67,UFRGS-PV-0765 T,BR,RS,Linha S?o Luiz ,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N208,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0771 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-52.79,-29.67,UFRGS-PV-0771 T,BR,RS,Linha S?o Luiz ,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N207,-,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0716 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-67.883331,-30.116667,UFRGS-PV-0716 T,BR,RS,Linha S?o Luiz ,Ischigualasto,-,-,Scaphonyx-Exaeretodon-Herrerasaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N206,cr�nio,NA,NA,NA,NA,Synapsida,Therapsida,Brasilodontidae,Brasilodon,NA,NA,0628 T,Norian,NA,Norian,UFRGS-PV-,227,208.5,217.75,18.5,-67.883331,-30.116667,UFRGS-PV-0628 T,BR,RS,Linha S?o Luiz,Ischigualasto,-,-,Scaphonyx-Exaeretodon-Herrerasaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quadrangularis,Faxinal do Soturno,Linha S?o Luiz,Linha S?o Luiz,Literature,Bonaparte
N205,-,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Santacruzodon,NA,NA,0586 T,Carnian,NA,Carnian,UFRGS-PV-,237,227,232,10,-53.45,-29.56,UFRGS-PV-0586 T,BR,RS,Vila Est�ncia Nova,Caturrita,Ros�rio do Sul,Alemoa,Riograndia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hopsoni,Ven�ncio Aires,Vila Est�ncia Nova,Vila Est�ncia Nova,Literature,Alvarenga
N204,"skull, teeth... block",NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Exaeretodon,NA,NA,PTP 19,Norian,NA,Norian,MMACR,227,208.5,217.75,18.5,21.4238,-32.5444,MMACRPTP 19,BR,RS,Novo Cabrais,Abrahamkraal,Beaufort,-,Tapinocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,riograndensis,Novo Cabrais,S�tio do Tom (Sanga Porco),S�tio do Tom,Fieldwork,
N203,partial skull roof,NA,NA,NA,NA,Synapsida,Dinocephalia,-,Styracocephalus,NA,NA,8009,Capitanian,NA,Capitanian,BP/1/,264.3,259.5,261.9,4.8,21.22646667,-32.72391667,BP/1/8009,ZA,NCAPE,-,Abrahamkraal,Beaufort,-,Tapinocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,Merweville,De Skeur,-,Museum,
N202,Skull,NA,NA,NA,NA,Synapsida,Dinocephalia,-,Styracocephalus,NA,NA,7141,Capitanian,NA,Capitanian,BP/1/,264.3,259.5,261.9,4.8,20.93687222,-32.0831,BP/1/7141,ZA,NCAPE,-,Abrahamkraal,Beaufort,-,Tapinocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,Sutherland,Tontelbosch,-,Museum,
N201,Juvenile Anteosaurid skull and postcranial pieces,NA,NA,NA,NA,Synapsida,Dinocephalia,-,Anteosaurus,NA,NA,7074,Capitanian,NA,Capitanian,BP/1/,264.3,259.5,261.9,4.8,21.44423333,-32.4345,BP/1/7074,ZA,WCAPE,-,Abrahamkraal,Beaufort,-,Tapinocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,Beaufort West,Bullekraal,-,Museum,
